brand,model,screen_size,color,harddisk,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,Price,Sale Product Count,Total Sales,Total Stock
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $1,699.00 ",65,110435,300
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $1,599.00 ",60,95940,412
Dell,Latitude 7000,14 Inches,Carbon Fiber,256 GB,Core i7,16 GB,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,,,," $1,590.99 ",21,33410.79,290
ASUS,VivoBook,15.6 Inches,Gray,512 GB,Core i3 Family,12 GB,Windows 11 Home,,Integrated,Intel UHD Graphics,,3.8," $2,324.99 ",55,127874.45,541
Dell,DELL XPS 15 9520,15.6 Inches,Platinum Silver,1 TB,Core i7,32 GB,Windows 11 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard, Anti Glare Coating",Dedicated,,,1, $459.99 ,39,17939.61,229
acer,,14 Inches,Pure Silver,512 GB,,16 GB,Windows 11 Home,,Integrated,Intel Iris Xe Graphics,1.7 GHz,," $2,427.19 ",35,84951.65,420
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $999.99 ,31,30999.69,192
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $743.66 ,45,33464.7,404
Toughbook,CF-54 MK1,14 Inches,grey,512 GB,Intel Core i5,8 GB,Windows 10 Pro,Anti Glare Coating,Integrated,,,3.3, $999.99 ,63,62999.37,297
Lenovo,Yoga,14 Inches,Dark Moss,512 GB,Intel Core i5-1135G7,12 GB,Windows 10 Home,Fingerprint reader,Integrated,,,3.8, $589.99 ,24,14159.76,183
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $639.99 ,60,38399.4,529
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $2,548.37 ",13,33128.81,437
Dell,LATITUDE E6540,15.6 Inches,Silver,1000 GB,Core i7,16 GB,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,,Integrated,Integrated Graphics,,," $1,199.00 ",63,75537,466
SAMSUNG,XE303C12,11.6 Inches,Silver,16 GB,,2 GB,Chrome OS,Stereo,Integrated,Intel Graphics Integrated,,3.7, $389.99 ,31,12089.69,162
Dell,Dell Latitude 14 5000 E5470,14 Inches,Black,512 GB,Core i7,16 GB,Windows 10 Pro,Anti Glare,Integrated,,,5, $589.99 ,40,23599.6,332
Dell,Dell Latitude,15.6 Inches,,320 GB,Core i3,4 GB,Windows 7,,Integrated,Intel HD Graphics 3000,2.4 GHz,4.3, $999.99 ,55,54999.45,320
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5," $1,303.23 ",14,18245.22,191
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4," $1,566.99 ",58,90885.42,232
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,," $1,036.82 ",23,23846.86,165
Dell,Precision 5000,14 Inches,Mist Blue,512 GB,Core i7,16 GB,Windows 11 Pro,Anti-glare Screen,RTX A1000,,,," $1,599.00 ",14,22386,113
Dell,Inspiron,14 Inches,Silver,2 TB,Core i7,64 GB,Windows 11 Home,Backlit Kb,Integrated,,,5," $1,899.00 ",23,43677,413
HP,EliteBook Folio,14 Inches,,256 GB,Core i5-4210U,4 GB,Windows 10 64 Bit-Multi-Language Supports English/Spanish/French,,Integrated,Intel HD Integrated Graphics,1.7 GHz,5, $226.00 ,54,12204,551
Dell,Latitude Rugged 5420 Laptop,14 Inches,Black,256 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,AMD RADEON RX 540,,,," $1,341.77 ",36,48303.72,349
Lenovo,ThinkPad X1 Nano Gen1,13 Inches,Black Paint,256 GB,Core i7 Family,16 GB,Windows 11 Pro,Anti-glare Screen,Iris Xe Graphics,,,5, $639.99 ,19,12159.81,510
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,," $1,399.81 ",17,23796.77,502
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $639.99 ,30,19199.7,461
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $876.99 ,49,42972.51,457
Dell,Dell Latitude,14 Inches,,,8032,8 GB,Windows 10,Speakers,Integrated,Intel UHD 620 Graphics,,4.7," $1,599.00 ",56,89544,397
acer,Acer Swift 3 SF313-52-526M,15.6 Inches,,256 GB,Core i5,8 GB,Windows 10 Home,,Integrated,,1.1 GHz,," $2,268.99 ",23,52186.77,461
Lenovo,,15.6 Inches,Grey,128 GB,Pentium,12 GB,Windows 11 Home,,Integrated,Intel UHD Graphics,2 GHz,4.5, $639.99 ,27,17279.73,516
acer,PT516-52s-73YD,16 Inches,Gray,1 TB,Core i7,16 GB,Windows 11 Home,Anti Glare Coating,Dedicated,,,2.8," $1,699.00 ",22,37378,489
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $2,528.90 ",54,136560.6,421
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $1,188.20 ",52,61786.4,327
Dell,Latitude 9000,14 Inches,,256 GB,Core i5,16 GB,Windows 11 Pro,"Anti-smudge, Corning Gorilla Glass",Iris Xe Graphics,Intel Iris Xe Graphics,,," $1,699.00 ",54,91746,196
Lenovo,ThinkPad X13 Gen 3,13.3 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,Anti-glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,,," $1,699.00 ",55,93445,515
HP,B09HSNNCQL,15.6 Inches,,128 GB,Athlon,4 GB,Windows 10 Home,Micro-edge Bezel,Integrated,AMD Athlon,,5," $1,599.00 ",47,75153,427
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $1,099.99 ",22,24199.78,468
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $1,699.00 ",19,32281,127
Dell,Inspiron 3511,15.6 Inches,,256 GB,Core i5,32 GB,Windows 11 Home,,Integrated,Intel UHD Graphics,1 GHz,," $1,239.81 ",58,71908.98,192
Dell,Dell 5000,14 Inches,Platinum Silver,2 TB,Core i7 Family,64 GB,Windows 11 Pro,"Backlit Keyboard,Fingerprint",Dedicated,,,, $589.99 ,39,23009.61,444
Lenovo,ThinkPad P1 Gen 4,16 Inches,Black,512 GB,Core i7 Family,16 GB,Windows 10 Pro,Anti-glare Screen,T1200,,,, $762.19 ,17,12957.23,380
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $1,699.00 ",56,95144,373
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $1,409.00 ",23,32407,407
acer,CB3-111,11.6 Inches,Moonstone White,16 GB,Celeron,16 GB,Chrome OS,,Integrated,Intel HD Graphics,,4.4," $1,699.00 ",55,93445,474
Computer Upgrade King,,17 Inches,,2000 GB,Intel Core i7,64 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4070,3.7 GHz,, $999.99 ,17,16999.83,240
Dell,Latitude 5420,14 Inches,Gray,2 TB,Core i5 Family,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,,,4.7," $1,399.95 ",29,40598.55,299
MSI,Raider GE76 12UHS-255,17.3 Inches,Titanium Blue,1 TB,Core i7,32 GB,Windows 11 Home,Anti-glare Screen,Dedicated,,,3.8, $389.99 ,24,9359.76,307
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $589.99 ,33,19469.67,504
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $2,622.99 ",63,165248.37,390
HP,HP Envy,13.3 Inches,Natural Silver,1 TB,Intel Core i7-1165G7,16 GB,Windows 10 Pro,"Backlit Keyboard,Fingerprint Reader",Integrated,,,3.8," $1,599.00 ",36,57564,438
Dell,Precision 3000,15.6 Inches,,512 GB,Core i7,16 GB,Windows 11,Microphone,RTX A500,NVIDIA RTX A500,,5," $1,641.99 ",56,91951.44,352
Dell,Latitude,15.6 Inches,Black,512 GB,Core i7 Family,16 GB,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,,5, $764.99 ,40,30599.6,395
Dell,Latitude E6400,14.1 Inches,Silver,160 GB,Core 2 Duo,,Windows 7 Professional,,Dedicated,,2.53 GHz,3.8, $796.78 ,64,50993.92,423
Dell,Precision 7670 Laptop,16 Inches,Silver,512 GB,Core i7,32 GB,Windows 11 Pro,,Dedicated,Nvidia RTX A1000,,," $1,032.65 ",52,53697.8,279
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5, $999.99 ,62,61999.38,477
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4," $1,299.99 ",63,81899.37,148
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,," $2,815.30 ",15,42229.5,397
LG,17Z95P-K.AAB9U1,17 Inches,Black,2 TB,Core i7 Family,16 GB,Windows 11,Alexa,Integrated,,,4.4," $2,877.06 ",30,86311.8,394
CTL,Chromebook,14 Inches,,64 GB,Celeron,8 GB,Chrome OS,Information Not Available,UHD Graphics,Intel UHD Graphics,,," $1,659.67 ",14,23235.38,116
Dell,V7620,16 Inches,Black,512 GB,Core i7 Family,24 GB,Windows 11 Pro,"Backlit Keyboard,Fingerprint",Dedicated,,,," $1,771.99 ",37,65563.63,522
HP,HP Notebook,15.6 Inches,Black,,Celeron,16 GB,Windows 10,,,,,4.1," $1,599.00 ",61,97539,294
HP,Elite x360 1040 G9,14 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,Information Not Available,Iris Xe Graphics,Intel Iris Xe Graphics,,, $639.99 ,61,39039.39,192
Dell,Dell Precision,13.4 Inches,,1 TB,Core i7 Family,16 GB,Windows 10 Pro,Fingerprint,Integrated,XPS9300-7909SLV-PUS,,4.7," $1,589.67 ",47,74714.49,189
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,," $1,699.00 ",17,28883,149
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $1,529.00 ",21,32109,286
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $764.99 ,57,43604.43,480
HP,ProBook x360,11.6 Inches,,,Celeron,4 GB,Windows 11 Pro,Information Not Available,UHD Graphics,Intel UHD Graphics,2.8 GHz,," $2,567.99 ",40,102719.6,429
Dell,VXDV2,14 Inches,,256 GB,Intel Core i5,16 GB,Windows 10 Pro,,Integrated,Intel UHD Graphics,2.6 GHz,, $589.99 ,58,34219.42,396
Dell,Latitude 3000,11.6 Inches,,,Celeron,4 GB,Windows 11,Anti-glare Screen,UHD Graphics,Intel UHD Graphics,1.1 GHz,2.3, $899.99 ,54,48599.46,171
Dell,Latitude 9000,14 Inches,,,Core i7,16 GB,Windows 10 Pro,,,,,, $730.99 ,19,13888.81,179
Dell,Latitude 5000,14 Inches,Carbon Fiber,128 GB,Celeron,4 GB,Chrome OS,Anti-glare Screen,UHD Graphics 610,,,4.5, $639.99 ,28,17919.72,486
HP,EliteBook 840 G8,14 Inches,,256 GB,Core i7,16 GB,Windows 11 Pro,"Anti-glare Screen, Miracast Technology",Iris Xe Graphics,Intel Iris Xe Graphics,,, $459.99 ,28,12879.72,328
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5, $449.00 ,60,26940,459
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4," $1,699.00 ",17,28883,229
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,, $315.00 ,46,14490,156
Dell,Latitude 5530 Laptop,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,Backlit Keyboard,Integrated,,,, $639.99 ,23,14719.77,272
Dell,Precision 3550,13.3 Inches,,512 GB,Core i7,,Windows 10 Pro (English/French/Spanish),,Integrated,Intel HD Graphics 520,1.8 GHz,, $474.98 ,37,17574.26,240
HP,EliteBook 1040 G9,14 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,Anti-glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,,, $511.92 ,16,8190.72,402
Dell,Dell Inspiron,11.6 Inches,Gray,32 GB,AMD A Series,4 GB,Windows 10,,Dedicated,AMD Radeon R4,,3.7, $589.99 ,15,8849.85,140
LG,14T90P-K.AAG9U1,14 Inches,Green,1 TB,Core i7 Family,16 GB,Windows 11 Home,Pen,Intel XE,,,4.5," $1,599.00 ",19,30381,314
Lenovo,Lenovo Legion 5,17.3 Inches,Black,1 TB,Ryzen 7 5800H,64 GB,Windows 11 Home,"Anti-glare,Backlit Kb",Dedicated,,,3.8, $639.99 ,19,12159.81,285
Dell,Latitude 9000,15 Inches,Anodized Titan Gray,256 GB,Core i5 Family,16 GB,Windows 10 Pro,"Corning Gorilla Glass 6, Anti-reflection, Anti-smudge",Iris Xe Graphics,,,, $669.00 ,22,14718,129
Dell,Dell Latitude,13.3 Inches,,256 GB,Core i5,8 GB,Windows 10 Pro,,Integrated,,2.6 GHz,5, $389.99 ,13,5069.87,369
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,," $1,594.95 ",61,97291.95,196
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $220.69 ,58,12800.02,247
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $1,702.99 ",20,34059.8,405
acer,Chromebook Spin 511 R753T,11.6 Inches,Shale Black,64 GB,Celeron,8 GB,Chrome OS,,UHD Graphics,Intel UHD Graphics,,2.9, $999.99 ,15,14999.85,318
Dell,Dell Precision,17.3 Inches,,512 GB,Core i7 Family,16 GB,Windows 10 Pro,,Dedicated,,2.6 GHz,5, $379.99 ,28,10639.72,372
Lenovo,Lenovo ThinkPad X1 Yoga I5,14 Inches,Gray,256 GB,Core i5,8 GB,Windows 10 Pro,"Fingerprint,Pen",Integrated,,,5, $589.99 ,40,23599.6,291
Dell,Precision 5470 Laptop,14 Inches,Silver,2000 GB,Core i7,32 GB,Windows 11 Pro,,Integrated,Nvidia RTX A1000,,," $1,599.00 ",20,31980,221
Dell,Latitude 7000,14 Inches,Carbon Fiber,256 GB,Core i5,8 GB,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,,,," $2,005.99 ",17,34101.83,386
Dell,Precision 3000,15.6 Inches,Titan Gray,512 GB,Core i7,16 GB,Windows 10 Pro,Anti-glare Screen,T550,,,," $2,085.99 ",51,106385.49,185
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $389.99 ,27,10529.73,485
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $2,436.99 ",58,141345.42,509
HP,EliteBook 630 G10,13.3 Inches,,256 GB,Core i3,8 GB,Windows 11 Pro,Anti-glare Screen,UHD Graphics,Intel UHD Graphics,,, $639.99 ,62,39679.38,328
HP,HP14CA000NR,14 Inches,,,Celeron,4 GB,Chrome OS,HD Audio,Integrated,Intel HD Graphics 500,1.1 GHz,4.5, $798.94 ,46,36751.24,470
Lenovo,20YGS02Q00,15.6 Inches,Black,,Core i7,8 GB,Windows 10,,Dedicated,AMD Radeon Graphics 5500,,5, $639.99 ,35,22399.65,470
Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,2000 GB,Core i9,64 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4070,,, $798.00 ,61,48678,412
Dell,Laitude E6540,15.6 Inches,Silver,500 GB,Core i5-4200M,8 GB,Win 10 Pro 64 Bit Multi-Language Support English/French/Spanish(Renewed),,Integrated,Integrated Graphics,,," $1,939.99 ",25,48499.75,499
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5, $499.99 ,65,32499.35,358
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4, $748.47 ,52,38920.44,398
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,," $2,948.99 ",27,79622.73,282
Dell,PKV7Y,15.6 Inches,,,Core i7,32 GB,Windows Pro,,Dedicated,NVIDIA Quadro T1000,,," $1,963.30 ",21,41229.3,456
Dell,Precision 7670 Laptop,16 Inches,Silver,1000 GB,Core i7,32 GB,Windows 11 Pro,,Dedicated,Nvidia RTX A1000,,," $2,499.00 ",46,114954,532
Lenovo,ThinkStation P348,,Black,,Core i7,16 GB,Windows 11 Pro,,,,,," $2,945.99 ",13,38297.87,95
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,, $999.99 ,16,15999.84,135
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $1,599.00 ",47,75153,488
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $389.99 ,42,16379.58,330
Dell,F2WJ0,14 Inches,,256 GB,Intel Core i5,16 GB,Windows 10 Pro,,Integrated,,1.7 GHz,5, $999.99 ,38,37999.62,287
Dell,Dell Latitude 7214 Rugged Laptop 2 In 1,11.6 Inches,Black,512 GB,Intel Core i5,8 GB,Windows 10 Pro,,Integrated,Intel UHD Graphics,,3.9," $1,699.00 ",39,66261,224
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5," $1,599.00 ",48,76752,142
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $779.95 ,30,23398.5,260
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $135.49 ,35,4742.15,501
Dell,Dell Latitude,14 Inches,,,8032,8 GB,Windows 10,Speakers,Integrated,Intel UHD 620 Graphics,,4.7, $589.99 ,20,11799.8,186
acer,Acer Swift 3 SF313-52-526M,15.6 Inches,,256 GB,Core i5,8 GB,Windows 10 Home,,Integrated,,1.1 GHz,, $639.99 ,64,40959.36,174
Lenovo,,15.6 Inches,Grey,128 GB,Pentium,12 GB,Windows 11 Home,,Integrated,Intel UHD Graphics,2 GHz,4.5, $266.98 ,56,14950.88,189
acer,PT516-52s-73YD,16 Inches,Gray,1 TB,Core i7,16 GB,Windows 11 Home,Anti Glare Coating,Dedicated,,,2.8," $2,249.99 ",49,110249.51,439
Lenovo,Yoga 710,15.6 Inches,Black,256 GB,Intel Core i5,8 GB,Windows 10,,Integrated,Intel HD Graphics 620,,4.2, $589.99 ,48,28319.52,459
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5," $3,599.00 ",56,201544,192
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7," $1,377.76 ",63,86798.88,338
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4, $589.99 ,31,18289.69,130
Dell,DELL-XPS-9720,17 Inches,Platinum Silver,4 TB,Core i7 Family,64 GB,Windows 10 Pro,"Backlit Kb,Fingerprint",Dedicated,,,5, $459.99 ,29,13339.71,487
Dell,Latitude 5320 Laptop,13.3 Inches,Black,256 GB,Core i7,8 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,, $877.88 ,34,29847.92,431
Lenovo,Thinkpad,15.6 Inches,,500 GB,Core i7,,Windows 7,Fingerprint Reader,,Intel HD Graphics;NVIDIA Optimus Graphics,2.6 GHz,3.4," $1,958.99 ",42,82277.58,323
Lenovo,ThinkPad P16s G1,16 Inches,,1 TB,Ryzen 7,32 GB,Windows 11 Pro,Anti-glare Screen,Radeon 680M,AMD Radeon 680M,,1," $2,129.99 ",45,95849.55,293
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $708.99 ,43,30486.57,234
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,, $389.99 ,20,7799.8,509
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,, $999.99 ,59,58999.41,195
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5, $389.99 ,65,25349.35,308
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $2,499.00 ",42,104958,257
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5, $459.99 ,55,25299.45,402
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $508.99 ,22,11197.78,395
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $1,150.99 ",20,23019.8,360
Dell,Inspiron 3511,15.6 Inches,,256 GB,Core i5,32 GB,Windows 11 Home,,Integrated,Intel UHD Graphics,1 GHz,, $459.99 ,28,12879.72,462
Dell,Dell 5000,14 Inches,Platinum Silver,2 TB,Core i7 Family,64 GB,Windows 11 Pro,"Backlit Keyboard,Fingerprint",Dedicated,,,, $899.99 ,13,11699.87,98
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5," $1,599.00 ",59,94341,374
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $589.99 ,60,35399.4,346
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $899.99 ,46,41399.54,391
acer,CB3-111,11.6 Inches,Moonstone White,16 GB,Celeron,16 GB,Chrome OS,,Integrated,Intel HD Graphics,,4.4, $699.99 ,15,10499.85,164
Computer Upgrade King,,17 Inches,,2000 GB,Intel Core i7,64 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4070,3.7 GHz,," $2,807.93 ",52,146012.36,179
Dell,Latitude 5420,14 Inches,Gray,2 TB,Core i5 Family,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,,,4.7," $1,099.99 ",21,23099.79,520
MSI,Raider GE76 12UHS-255,17.3 Inches,Titanium Blue,1 TB,Core i7,32 GB,Windows 11 Home,Anti-glare Screen,Dedicated,,,3.8, $999.99 ,31,30999.69,170
Dell,Dell Inspiron 15 3520,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Home,,Integrated,Intel Iris Xe Graphics,,4," $2,699.00 ",61,164639,377
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5," $1,816.99 ",19,34522.81,435
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7, $622.04 ,54,33590.16,328
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4, $470.04 ,22,10340.88,422
HP,HP Chromebook,14 Inches,Blue,64 MB,Celeron N4020,4 GB,Windows 10 S,,Integrated,Intel UHD Graphics 600,,4.3," $1,715.99 ",29,49763.71,423
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5," $1,015.99 ",22,22351.78,282
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $478.88 ,23,11014.24,257
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $212.98 ,34,7241.32,236
HP,HP Envy,13.3 Inches,Natural Silver,1 TB,Intel Core i7-1165G7,16 GB,Windows 10 Pro,"Backlit Keyboard,Fingerprint Reader",Integrated,,,3.8," $1,799.95 ",12,21599.4,184
Dell,Precision 3000,15.6 Inches,,512 GB,Core i7,16 GB,Windows 11,Microphone,RTX A500,NVIDIA RTX A500,,5," $3,061.62 ",59,180635.58,168
Dell,Latitude,15.6 Inches,Black,512 GB,Core i7 Family,16 GB,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,,5," $1,699.00 ",59,100241,200
Dell,Latitude E6400,14.1 Inches,Silver,160 GB,Core 2 Duo,,Windows 7 Professional,,Dedicated,,2.53 GHz,3.8," $1,811.42 ",52,94193.84,514
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5, $930.17 ,65,60461.05,326
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7," $1,599.00 ",34,54366,339
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4, $865.00 ,46,39790,212
Dell,Precision 7670 Laptop,16 Inches,Silver,512 GB,Core i7,32 GB,Windows 11 Pro,,Dedicated,Nvidia RTX A1000,,," $1,299.95 ",59,76697.05,418
LG,17Z95P-K.AAB9U1,17 Inches,Black,2 TB,Core i7 Family,16 GB,Windows 11,Alexa,Integrated,,,4.4, $841.99 ,63,53045.37,550
